SNOMEDCode,description
'8338211000001108,Chloral hydrate 50mg/5ml oral solution BP (Special Order)
'8560111000001106,Hydroxyzine 5mg/5ml oral solution
'8538211000001105,Hydroxyzine 5mg/5ml oral solution
'8538511000001108,Hydroxyzine 5mg/5ml oral solution (Special Order)
'8538611000001107,Hydroxyzine 5mg/5ml oral solution (Special Order)
'8560211000001100,Hydroxyzine 5mg/5ml oral suspension
'8538911000001101,Hydroxyzine 5mg/5ml oral suspension
'8539011000001105,Hydroxyzine 5mg/5ml oral suspension (Special Order)
'8539211000001100,Hydroxyzine 5mg/5ml oral suspension (Special Order)
'8624311000001104,Lorazepam 1mg/5ml oral solution
'8596111000001107,Lorazepam 1mg/5ml oral solution
'19597711000001108,Lorazepam 1mg/5ml oral solution
'8596311000001109,Lorazepam 1mg/5ml oral solution (Drug Tariff Special Order)
'8596411000001102,Lorazepam 1mg/5ml oral solution (Drug Tariff Special Order)
'19597911000001105,Lorazepam 1mg/5ml oral solution (Drug Tariff Special Order)
'8624511000001105,Lorazepam 1mg/5ml oral suspension
'8596711000001108,Lorazepam 1mg/5ml oral suspension
'19598411000001103,Lorazepam 1mg/5ml oral suspension
'8596811000001100,Lorazepam 1mg/5ml oral suspension (Drug Tariff Special Order)
'8596911000001105,Lorazepam 1mg/5ml oral suspension (Drug Tariff Special Order)
'19598611000001100,Lorazepam 1mg/5ml oral suspension (Drug Tariff Special Order)
'8659111000001104,Lorazepam 250micrograms/5ml oral solution
'8597011000001109,Lorazepam 250micrograms/5ml oral solution
'8597211000001104,Lorazepam 250micrograms/5ml oral solution (Special Order)
'8597311000001107,Lorazepam 250micrograms/5ml oral solution (Special Order)
'8659411000001109,Lorazepam 2mg/5ml oral solution
'8597111000001105,Lorazepam 2mg/5ml oral solution
'8597411000001100,Lorazepam 2mg/5ml oral solution (Special Order)
'8597511000001101,Lorazepam 2mg/5ml oral solution (Special Order)
'8659211000001105,Lorazepam 250micrograms/5ml oral suspension
'8597611000001102,Lorazepam 250micrograms/5ml oral suspension
'8597711000001106,Lorazepam 250micrograms/5ml oral suspension (Special Order)
'8597911000001108,Lorazepam 250micrograms/5ml oral suspension (Special Order)
'8659511000001108,Lorazepam 2mg/5ml oral suspension
'8597811000001103,Lorazepam 2mg/5ml oral suspension
'8598011000001105,Lorazepam 2mg/5ml oral suspension (Special Order)
'8598111000001106,Lorazepam 2mg/5ml oral suspension (Special Order)
'8659611000001107,Lorazepam 500micrograms/5ml oral solution
'8598511000001102,Lorazepam 500micrograms/5ml oral solution
'19598811000001101,Lorazepam 500micrograms/5ml oral solution
'8598611000001103,Lorazepam 500micrograms/5ml oral solution (Drug Tariff Special Order)
'8598811000001104,Lorazepam 500micrograms/5ml oral solution (Drug Tariff Special Order)
'19599111000001101,Lorazepam 500micrograms/5ml oral solution (Drug Tariff Special Order)
'8659911000001101,Lorazepam 5mg/5ml oral solution
'8598911000001109,Lorazepam 5mg/5ml oral solution
'8599111000001104,Lorazepam 5mg/5ml oral solution (Special Order)
'8599211000001105,Lorazepam 5mg/5ml oral solution (Special Order)
'8659811000001106,Lorazepam 500micrograms/5ml oral suspension
'8599411000001109,Lorazepam 500micrograms/5ml oral suspension
'19599211000001107,Lorazepam 500micrograms/5ml oral suspension
'8599511000001108,Lorazepam 500micrograms/5ml oral suspension (Drug Tariff Special Order)
'8599611000001107,Lorazepam 500micrograms/5ml oral suspension (Drug Tariff Special Order)
'19599411000001106,Lorazepam 500micrograms/5ml oral suspension (Drug Tariff Special Order)
'8660011000001104,Lorazepam 5mg/5ml oral suspension
'8599711000001103,Lorazepam 5mg/5ml oral suspension
'8599811000001106,Lorazepam 5mg/5ml oral suspension (Special Order)
'8599911000001101,Lorazepam 5mg/5ml oral suspension (Special Order)
'8660311000001101,Lormetazepam 1mg/5ml oral suspension
'8600011000001103,Lormetazepam 1mg/5ml oral suspension
'8600111000001102,Lormetazepam 1mg/5ml oral suspension (Special Order)
'8600211000001108,Lormetazepam 1mg/5ml oral suspension (Special Order)
'8662911000001101,Melatonin 2.5mg/5ml oral suspension
'8609111000001107,Melatonin 2.5mg/5ml oral suspension
'27878611000001101,Melatonin 2.5mg/5ml oral suspension
'8609211000001101,Melatonin 2.5mg/5ml oral suspension (Drug Tariff Special Order)
'8610011000001100,Melatonin 2.5mg/5ml oral suspension (Drug Tariff Special Order)
'27878711000001105,Melatonin 2.5mg/5ml oral suspension (Drug Tariff Special Order)
'321141005,Nitrazepam 5mg/5ml oral suspension
'8642011000001105,Nitrazepam 5mg/5ml oral suspension
'34861911000001104,Nitrazepam 5mg/5ml oral suspension
'8642211000001100,Nitrazepam 5mg/5ml oral suspension (Drug Tariff Special Order)
'8642411000001101,Nitrazepam 5mg/5ml oral suspension (Drug Tariff Special Order)
'34862011000001106,Nitrazepam 5mg/5ml oral suspension (Drug Tariff Special Order)
'8799011000001104,Zopiclone 3.75mg/5ml oral suspension
'8733111000001107,Zopiclone 3.75mg/5ml oral suspension
'19601211000001104,Zopiclone 3.75mg/5ml oral suspension
'8733811000001100,Zopiclone 3.75mg/5ml oral suspension (Drug Tariff Special Order)
'8734011000001108,Zopiclone 3.75mg/5ml oral suspension (Drug Tariff Special Order)
'19601511000001101,Zopiclone 3.75mg/5ml oral suspension (Drug Tariff Special Order)
'8798911000001108,Zopiclone 7.5mg/5ml oral suspension
'8734311000001106,Zopiclone 7.5mg/5ml oral suspension
'23398911000001106,Zopiclone 7.5mg/5ml oral suspension
'8734511000001100,Zopiclone 7.5mg/5ml oral suspension (Drug Tariff Special Order)
'8734711000001105,Zopiclone 7.5mg/5ml oral suspension (Drug Tariff Special Order)
'23399011000001102,Zopiclone 7.5mg/5ml oral suspension (Drug Tariff Special Order)
'8792911000001105,Diazepam 2.5mg/5ml oral solution
'8780411000001102,Diazepam 2.5mg/5ml oral solution
'8780511000001103,Diazepam 2.5mg/5ml oral solution (Special Order)
'8780611000001104,Diazepam 2.5mg/5ml oral solution (Special Order)
'426016003,Diazepam 25mg/5ml oral solution
'8780711000001108,Diazepam 25mg/5ml oral solution
'8780811000001100,Diazepam 25mg/5ml oral solution (Special Order)
'8780911000001105,Diazepam 25mg/5ml oral solution (Special Order)
'8792711000001108,Diazepam 10mg/5ml oral solution
'8781011000001102,Diazepam 10mg/5ml oral solution
'20443911000001100,Diazepam 10mg/5ml oral solution
'22327611000001100,Diazepam 10mg/5ml oral solution
'8781111000001101,Diazepam 10mg/5ml oral solution (Special Order)
'8781311000001104,Diazepam 10mg/5ml oral solution (Special Order)
'20444411000001106,Diazepam 10mg/5ml oral solution (Special Order)
'22328211000001103,Diazepam 10mg/5ml oral solution (AM Distributions (Yorkshire) Ltd)
'22328311000001106,Diazepam 10mg/5ml oral solution (AM Distributions (Yorkshire) Ltd)
'8792811000001100,Diazepam 1mg/5ml oral solution
'8781411000001106,Diazepam 1mg/5ml oral solution
'8781511000001105,Diazepam 1mg/5ml oral solution (Special Order)
'8781611000001109,Diazepam 1mg/5ml oral solution (Special Order)
'398895004,Diazepam 2mg/5ml oral solution sugar free
'9765111000001100,Diazepam 2mg/5ml oral solution sugar free
'9765211000001106,Diazepam 2mg/5ml oral solution sugar free (Actavis UK Ltd)
'9765311000001103,Diazepam 2mg/5ml oral solution sugar free (Actavis UK Ltd)
'19571011000001105,Diazepam 2mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
'19571111000001106,Diazepam 2mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
'28972511000001100,Diazepam 2mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
'28972711000001105,Diazepam 2mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
'30762111000001108,Diazepam 2mg/5ml oral solution sugar free (Almus Pharmaceuticals Ltd)
'30762211000001102,Diazepam 2mg/5ml oral solution sugar free (Almus Pharmaceuticals Ltd)
'30850511000001109,Diazepam 2mg/5ml oral solution sugar free (Mawdsley-Brooks & Company Ltd)
'30850611000001108,Diazepam 2mg/5ml oral solution sugar free (Mawdsley-Brooks & Company Ltd)
'10070811000001108,Xyrem 500mg/ml oral solution (UCB Pharma Ltd)
'10070911000001103,Xyrem 500mg/ml oral solution (UCB Pharma Ltd)
'10792111000001108,Melatonin 3mg lozenges sugar free
'10792211000001102,Melatonin 3mg lozenges sugar free
'34804111000001100,Melatonin 3mg lozenges sugar free
'10792311000001105,Melatonin 3mg lozenges sugar free (Imported (United States))
'10792411000001103,Melatonin 3mg lozenges sugar free (Imported (United States))
'34804211000001106,Melatonin 3mg lozenges sugar free (Special Order)
'34804311000001103,Melatonin 3mg lozenges sugar free (Special Order)
'11490311000001108,Melatonin 2mg capsules
'11479511000001101,Melatonin 2mg capsules
'22512211000001106,Melatonin 2mg capsules
'11479611000001102,Melatonin 2mg capsules (Special Order)
'11479711000001106,Melatonin 2mg capsules (Special Order)
'24015711000001100,Melatonin 2mg capsules (Imported (Denmark))
'24015811000001108,Melatonin 2mg capsules (Imported (Denmark))
'34847811000001105,Icenia Melatonin 2mg capsules (Imported (Bulgaria))
'34847911000001100,Icenia Melatonin 2mg capsules (Imported (Bulgaria))
'12142011000001101,Oxazepam 2mg/5ml oral suspension
'12131911000001107,Oxazepam 2mg/5ml oral suspension
'12132611000001107,Oxazepam 2mg/5ml oral suspension (Special Order)
'12132711000001103,Oxazepam 2mg/5ml oral suspension (Special Order)
'12141911000001108,Oxazepam 2.5mg/5ml oral suspension
'12132811000001106,Oxazepam 2.5mg/5ml oral suspension
'12132911000001101,Oxazepam 2.5mg/5ml oral suspension (Special Order)
'12133011000001109,Oxazepam 2.5mg/5ml oral suspension (Special Order)
'12141811000001103,Oxazepam 12.5mg/5ml oral suspension
'12133111000001105,Oxazepam 12.5mg/5ml oral suspension
'12133211000001104,Oxazepam 12.5mg/5ml oral suspension (Special Order)
'12133311000001107,Oxazepam 12.5mg/5ml oral suspension (Special Order)
'12141711000001106,Oxazepam 10mg/5ml oral suspension
'12133811000001103,Oxazepam 10mg/5ml oral suspension
'12133911000001108,Oxazepam 10mg/5ml oral suspension (Special Order)
'12134011000001106,Oxazepam 10mg/5ml oral suspension (Special Order)
'12141611000001102,Nitrazepam 6mg/5ml oral suspension
'12134111000001107,Nitrazepam 6mg/5ml oral suspension
'12134211000001101,Nitrazepam 6mg/5ml oral suspension (Special Order)
'12134311000001109,Nitrazepam 6mg/5ml oral suspension (Special Order)
'12141511000001101,Nitrazepam 4mg/5ml oral suspension
'12134411000001102,Nitrazepam 4mg/5ml oral suspension
'12134511000001103,Nitrazepam 4mg/5ml oral suspension (Special Order)
'12134811000001100,Nitrazepam 4mg/5ml oral suspension (Special Order)
'12141411000001100,Nitrazepam 450micrograms/5ml oral suspension
'12134911000001105,Nitrazepam 450micrograms/5ml oral suspension
'12135011000001105,Nitrazepam 450micrograms/5ml oral suspension (Special Order)
'12135111000001106,Nitrazepam 450micrograms/5ml oral suspension (Special Order)
'12141311000001107,Nitrazepam 2mg/5ml oral suspension
'12136311000001103,Nitrazepam 2mg/5ml oral suspension
'12136811000001107,Nitrazepam 2mg/5ml oral suspension (Special Order)
'12137211000001108,Nitrazepam 2mg/5ml oral suspension (Special Order)
'12144111000001108,Nitrazepam 10mg/5ml oral suspension
'12142211000001106,Nitrazepam 10mg/5ml oral suspension
'12142311000001103,Nitrazepam 10mg/5ml oral suspension (Special Order)
'12142411000001105,Nitrazepam 10mg/5ml oral suspension (Special Order)
'12422711000001102,Chloral hydrate 1.25g/5ml oral solution BP
'12376011000001106,Chloral hydrate 1.25g/5ml oral solution BP
'12376511000001103,Chloral hydrate 1.25g/5ml oral solution BP (Special Order)
'12376611000001104,Chloral hydrate 1.25g/5ml oral solution BP (Special Order)
'12422811000001105,Chloral hydrate 1.5g/5ml oral solution BP
'12377311000001107,Chloral hydrate 1.5g/5ml oral solution BP
'12377911000001108,Chloral hydrate 1.5g/5ml oral solution BP (Special Order)
'12378011000001105,Chloral hydrate 1.5g/5ml oral solution BP (Special Order)
'12422911000001100,Chloral hydrate 145mg/5ml oral solution BP
'12396911000001102,Chloral hydrate 145mg/5ml oral solution BP
'12397211000001108,Chloral hydrate 145mg/5ml oral solution BP (Special Order)
'12397511000001106,Chloral hydrate 145mg/5ml oral solution BP (Special Order)
'12423011000001108,Chloral hydrate 1mg/5ml oral solution BP
'12397811000001109,Chloral hydrate 1mg/5ml oral solution BP
'12397911000001104,Chloral hydrate 1mg/5ml oral solution BP (Special Order)
'12398111000001101,Chloral hydrate 1mg/5ml oral solution BP (Special Order)
'12423111000001109,Chloral hydrate 325mg/5ml oral solution BP
'12398611000001109,Chloral hydrate 325mg/5ml oral solution BP
'12398811000001108,Chloral hydrate 325mg/5ml oral solution BP (Special Order)
'12399011000001107,Chloral hydrate 325mg/5ml oral solution BP (Special Order)
'12423211000001103,Chloral hydrate 400mg/5ml oral solution BP
'12399111000001108,Chloral hydrate 400mg/5ml oral solution BP
'12399211000001102,Chloral hydrate 400mg/5ml oral solution BP (Special Order)
'12399511000001104,Chloral hydrate 400mg/5ml oral solution BP (Special Order)
'12423311000001106,Chloral hydrate 40mg/5ml oral solution BP
'12400611000001102,Chloral hydrate 40mg/5ml oral solution BP
'12400711000001106,Chloral hydrate 40mg/5ml oral solution BP (Special Order)
'12400811000001103,Chloral hydrate 40mg/5ml oral solution BP (Special Order)
'12423411000001104,Chloral hydrate 70mg/5ml oral solution BP
'12401111000001104,Chloral hydrate 70mg/5ml oral solution BP
'12401211000001105,Chloral hydrate 70mg/5ml oral solution BP (Special Order)
'12401311000001102,Chloral hydrate 70mg/5ml oral solution BP (Special Order)
'12635811000001103,Hydroxyzine 2.5mg/5ml oral solution
'12577311000001105,Hydroxyzine 2.5mg/5ml oral solution
'12577411000001103,Hydroxyzine 2.5mg/5ml oral solution (Special Order)
'12577511000001104,Hydroxyzine 2.5mg/5ml oral solution (Special Order)
'12635911000001108,Hydroxyzine 20mg/5ml oral solution
'12578011000001108,Hydroxyzine 20mg/5ml oral solution
'12578111000001109,Hydroxyzine 20mg/5ml oral solution (Special Order)
'12578211000001103,Hydroxyzine 20mg/5ml oral solution (Special Order)
'12636011000001100,Hydroxyzine 25mg/5ml oral solution
'12578711000001105,Hydroxyzine 25mg/5ml oral solution
'12578811000001102,Hydroxyzine 25mg/5ml oral solution (Special Order)
'12578911000001107,Hydroxyzine 25mg/5ml oral solution (Special Order)
'12700211000001105,Melatonin 2mg/5ml oral suspension
'12688011000001105,Melatonin 2mg/5ml oral suspension
'23393411000001109,Melatonin 2mg/5ml oral suspension
'12688111000001106,Melatonin 2mg/5ml oral suspension (Drug Tariff Special Order)
'12688211000001100,Melatonin 2mg/5ml oral suspension (Drug Tariff Special Order)
'23393511000001108,Melatonin 2mg/5ml oral suspension (Drug Tariff Special Order)
'12700111000001104,Melatonin 2mg/5ml oral solution
'12688611000001103,Melatonin 2mg/5ml oral solution
'23393211000001105,Melatonin 2mg/5ml oral solution
'12688711000001107,Melatonin 2mg/5ml oral solution (Drug Tariff Special Order)
'12688811000001104,Melatonin 2mg/5ml oral solution (Drug Tariff Special Order)
'23393311000001102,Melatonin 2mg/5ml oral solution (Drug Tariff Special Order)
'12700411000001109,Melatonin 3mg/5ml oral suspension
'12688911000001109,Melatonin 3mg/5ml oral suspension
'23393811000001106,Melatonin 3mg/5ml oral suspension
'12689011000001100,Melatonin 3mg/5ml oral suspension (Drug Tariff Special Order)
'12689111000001104,Melatonin 3mg/5ml oral suspension (Drug Tariff Special Order)
'23393911000001101,Melatonin 3mg/5ml oral suspension (Drug Tariff Special Order)
'12700311000001102,Melatonin 3mg/5ml oral solution
'12689211000001105,Melatonin 3mg/5ml oral solution
'23393611000001107,Melatonin 3mg/5ml oral solution
'12689311000001102,Melatonin 3mg/5ml oral solution (Drug Tariff Special Order)
'12689411000001109,Melatonin 3mg/5ml oral solution (Drug Tariff Special Order)
'23393711000001103,Melatonin 3mg/5ml oral solution (Drug Tariff Special Order)
'12700611000001107,Melatonin 4mg/5ml oral suspension
'12689511000001108,Melatonin 4mg/5ml oral suspension
'12689611000001107,Melatonin 4mg/5ml oral suspension (Special Order)
'12689711000001103,Melatonin 4mg/5ml oral suspension (Special Order)
'12700511000001108,Melatonin 4mg/5ml oral solution
'12689811000001106,Melatonin 4mg/5ml oral solution
'12689911000001101,Melatonin 4mg/5ml oral solution (Special Order)
'12690011000001109,Melatonin 4mg/5ml oral solution (Special Order)
'12813411000001101,Lorazepam 1.125mg/5ml oral suspension
'12806811000001106,Lorazepam 1.125mg/5ml oral suspension
'12806911000001101,Lorazepam 1.125mg/5ml oral suspension (Special Order)
'12807011000001102,Lorazepam 1.125mg/5ml oral suspension (Special Order)
'12813311000001108,Lorazepam 1.125mg/5ml oral solution
'12807111000001101,Lorazepam 1.125mg/5ml oral solution
'12807211000001107,Lorazepam 1.125mg/5ml oral solution (Special Order)
'12807311000001104,Lorazepam 1.125mg/5ml oral solution (Special Order)
'12813611000001103,Lorazepam 3.75mg/5ml oral suspension
'12808311000001103,Lorazepam 3.75mg/5ml oral suspension
'12808711000001104,Lorazepam 3.75mg/5ml oral suspension (Special Order)
'12808811000001107,Lorazepam 3.75mg/5ml oral suspension (Special Order)
'12813511000001102,Lorazepam 3.75mg/5ml oral solution
'12808911000001102,Lorazepam 3.75mg/5ml oral solution
'12809611000001104,Lorazepam 3.75mg/5ml oral solution (Special Order)
'12809711000001108,Lorazepam 3.75mg/5ml oral solution (Special Order)
'12817811000001105,Lorazepam 400micrograms/5ml oral suspension
'12810111000001104,Lorazepam 400micrograms/5ml oral suspension
'12810311000001102,Lorazepam 400micrograms/5ml oral suspension (Special Order)
'12810511000001108,Lorazepam 400micrograms/5ml oral suspension (Special Order)
'12817711000001102,Lorazepam 400micrograms/5ml oral solution
'12810711000001103,Lorazepam 400micrograms/5ml oral solution
'12810811000001106,Lorazepam 400micrograms/5ml oral solution (Special Order)
'12810911000001101,Lorazepam 400micrograms/5ml oral solution (Special Order)
'12818011000001103,Lorazepam 4mg/5ml oral suspension
'12811011000001109,Lorazepam 4mg/5ml oral suspension
'12811111000001105,Lorazepam 4mg/5ml oral suspension (Special Order)
'12811211000001104,Lorazepam 4mg/5ml oral suspension (Special Order)
'12817911000001100,Lorazepam 4mg/5ml oral solution
'12811311000001107,Lorazepam 4mg/5ml oral solution
'12811411000001100,Lorazepam 4mg/5ml oral solution (Special Order)
'12811511000001101,Lorazepam 4mg/5ml oral solution (Special Order)
'12818111000001102,Lormetazepam 2mg/5ml oral suspension
'12811911000001108,Lormetazepam 2mg/5ml oral suspension
'12812011000001101,Lormetazepam 2mg/5ml oral suspension (Special Order)
'12812111000001100,Lormetazepam 2mg/5ml oral suspension (Special Order)
'12818211000001108,Lormetazepam 500micrograms/5ml oral suspension
'12812211000001106,Lormetazepam 500micrograms/5ml oral suspension
'12812311000001103,Lormetazepam 500micrograms/5ml oral suspension (Special Order)
'12812411000001105,Lormetazepam 500micrograms/5ml oral suspension (Special Order)
'13018111000001109,Zopiclone 1.88mg/5ml oral suspension
'12972611000001107,Zopiclone 1.88mg/5ml oral suspension
'12972711000001103,Zopiclone 1.88mg/5ml oral suspension (Special Order)
'12972811000001106,Zopiclone 1.88mg/5ml oral suspension (Special Order)
'13018211000001103,Zopiclone 5mg/5ml oral suspension
'12973511000001101,Zopiclone 5mg/5ml oral suspension
'12973611000001102,Zopiclone 5mg/5ml oral suspension (Special Order)
'12973811000001103,Zopiclone 5mg/5ml oral suspension (Special Order)
'13302311000001106,Temazepam 14mg/5ml oral suspension
'13285911000001109,Temazepam 14mg/5ml oral suspension
'13286011000001101,Temazepam 14mg/5ml oral suspension (Special Order)
'13286111000001100,Temazepam 14mg/5ml oral suspension (Special Order)
'13302211000001103,Temazepam 14mg/5ml oral solution
'13286211000001106,Temazepam 14mg/5ml oral solution
'13286311000001103,Temazepam 14mg/5ml oral solution (Special Order)
'13286411000001105,Temazepam 14mg/5ml oral solution (Special Order)
'13893211000001109,Diazepam 10mg/5ml oral suspension
'13883611000001105,Diazepam 10mg/5ml oral suspension
'21310311000001103,Diazepam 10mg/5ml oral suspension
'13883811000001109,Diazepam 10mg/5ml oral suspension (Special Order)
'13884011000001101,Diazepam 10mg/5ml oral suspension (Special Order)
'21310411000001105,Diazepam 10mg/5ml oral suspension (Special Order)
'13893311000001101,Diazepam 2.5mg/5ml oral suspension
'13892011000001108,Diazepam 2.5mg/5ml oral suspension
'13892111000001109,Diazepam 2.5mg/5ml oral suspension (Special Order)
'13892211000001103,Diazepam 2.5mg/5ml oral suspension (Special Order)
'14056711000001101,Melatonin 5mg/5ml oral solution
'14027511000001107,Melatonin 5mg/5ml oral solution
'19599811000001108,Melatonin 5mg/5ml oral solution
'14027611000001106,Melatonin 5mg/5ml oral solution (Drug Tariff Special Order)
'14027711000001102,Melatonin 5mg/5ml oral solution (Drug Tariff Special Order)
'19600011000001100,Melatonin 5mg/5ml oral solution (Drug Tariff Special Order)
'14056911000001104,Melatonin 5mg/5ml oral suspension
'14027811000001105,Melatonin 5mg/5ml oral suspension
'19600211000001105,Melatonin 5mg/5ml oral suspension
'14027911000001100,Melatonin 5mg/5ml oral suspension (Drug Tariff Special Order)
'14028011000001103,Melatonin 5mg/5ml oral suspension (Drug Tariff Special Order)
'19600511000001108,Melatonin 5mg/5ml oral suspension (Drug Tariff Special Order)
'14576911000001100,Melatonin 4mg capsules
'14533611000001103,Melatonin 4mg capsules
'14533711000001107,Melatonin 4mg capsules (Special Order)
'14533811000001104,Melatonin 4mg capsules (Special Order)
'14796811000001102,Lormetazepam 125micrograms/5ml oral suspension
'14787311000001108,Lormetazepam 125micrograms/5ml oral suspension
'14787411000001101,Lormetazepam 125micrograms/5ml oral suspension (Special Order)
'14787511000001102,Lormetazepam 125micrograms/5ml oral suspension (Special Order)
'15243111000001106,Melatonin 1mg/5ml oral solution
'15233311000001107,Melatonin 1mg/5ml oral solution
'15233411000001100,Melatonin 1mg/5ml oral solution (Special Order)
'15233511000001101,Melatonin 1mg/5ml oral solution (Special Order)
'15243211000001100,Melatonin 1mg/5ml oral suspension
'15233611000001102,Melatonin 1mg/5ml oral suspension
'15233711000001106,Melatonin 1mg/5ml oral suspension (Special Order)
'15233811000001103,Melatonin 1mg/5ml oral suspension (Special Order)
'15242911000001102,Melatonin 10mg/5ml oral solution
'15241611000001102,Melatonin 10mg/5ml oral solution
'24438411000001100,Melatonin 10mg/5ml oral solution
'15241711000001106,Melatonin 10mg/5ml oral solution (Drug Tariff Special Order)
'15241811000001103,Melatonin 10mg/5ml oral solution (Drug Tariff Special Order)
'24438511000001101,Melatonin 10mg/5ml oral solution (Drug Tariff Special Order)
'15243011000001105,Melatonin 10mg/5ml oral suspension
'15241911000001108,Melatonin 10mg/5ml oral suspension
'24438611000001102,Melatonin 10mg/5ml oral suspension
'15242011000001101,Melatonin 10mg/5ml oral suspension (Drug Tariff Special Order)
'15242111000001100,Melatonin 10mg/5ml oral suspension (Drug Tariff Special Order)
'24438711000001106,Melatonin 10mg/5ml oral suspension (Drug Tariff Special Order)
'15649311000001108,Melatonin 6mg capsules
'15641211000001101,Melatonin 6mg capsules
'15641311000001109,Melatonin 6mg capsules (Special Order)
'15641411000001102,Melatonin 6mg capsules (Special Order)
'15857711000001109,Zolpidem 5mg oral powder sachets
'15854411000001108,Zolpidem 5mg oral powder sachets
'15854511000001107,Zolpidem 5mg oral powder sachets (Special Order)
'15854811000001105,Zolpidem 5mg oral powder sachets (Special Order)
'15857311000001105,Melatonin 6mg/5ml oral solution
'15856311000001107,Melatonin 6mg/5ml oral solution
'15856411000001100,Melatonin 6mg/5ml oral solution (Special Order)
'15856511000001101,Melatonin 6mg/5ml oral solution (Special Order)
'15857411000001103,Melatonin 6mg/5ml oral suspension
'15856611000001102,Melatonin 6mg/5ml oral suspension
'15856711000001106,Melatonin 6mg/5ml oral suspension (Special Order)
'15856811000001103,Melatonin 6mg/5ml oral suspension (Special Order)
'15914311000001102,Melatonin 2mg tablets
'15882311000001103,Melatonin 2mg tablets
'15882411000001105,Melatonin 2mg tablets (Special Order)
'15882511000001109,Melatonin 2mg tablets (Special Order)
'15914411000001109,Melatonin 5mg tablets
'15882611000001108,Melatonin 5mg tablets
'30050811000001108,Melatonin 5mg tablets
'15882711000001104,Melatonin 5mg tablets (Special Order)
'15882811000001107,Melatonin 5mg tablets (Special Order)
'30050711000001100,Melatonin Extra Strength 5mg tablets (Imported (United States))
'30051011000001106,Melatonin Extra Strength 5mg tablets (Imported (United States))
'19609611000001101,Zopiclone 3.75mg/5ml oral solution
'19608611000001105,Zopiclone 3.75mg/5ml oral solution
'19608711000001101,Zopiclone 3.75mg/5ml oral solution
'19608811000001109,Zopiclone 3.75mg/5ml oral solution (Drug Tariff Special Order)
'19608911000001104,Zopiclone 3.75mg/5ml oral solution (Drug Tariff Special Order)
'19609011000001108,Zopiclone 3.75mg/5ml oral solution (Drug Tariff Special Order)
'19677811000001102,Diazepam 2mg/5ml oral suspension
'19674811000001106,Diazepam 2mg/5ml oral suspension
'32635011000001107,Diazepam 2mg/5ml oral suspension
'19674911000001101,Diazepam 2mg/5ml oral suspension (Special Order)
'19675011000001101,Diazepam 2mg/5ml oral suspension (Special Order)
'32635111000001108,Diazepam 2mg/5ml oral suspension (Sandoz Ltd)
'32635211000001102,Diazepam 2mg/5ml oral suspension (Sandoz Ltd)
'32782211000001108,Diazepam 2mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'32782311000001100,Diazepam 2mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'32903011000001104,Diazepam 2mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'32903111000001103,Diazepam 2mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'20453611000001108,Clomethiazole 250mg/5ml oral solution
'20427711000001105,Clomethiazole 250mg/5ml oral solution
'20427811000001102,Clomethiazole 250mg/5ml oral solution (Special Order)
'20427911000001107,Clomethiazole 250mg/5ml oral solution (Special Order)
'22374911000001101,Diazepam 15mg/5ml oral solution
'22371211000001108,Diazepam 15mg/5ml oral solution
'22371311000001100,Diazepam 15mg/5ml oral solution
'22371411000001107,Diazepam 15mg/5ml oral solution (Special Order)
'22371511000001106,Diazepam 15mg/5ml oral solution (Special Order)
'22371611000001105,Diazepam 15mg/5ml oral solution (Special Order)
'23676011000001107,Melatonin 3mg orodispersible tablets
'23670211000001104,Melatonin 3mg orodispersible tablets
'23670311000001107,Melatonin 3mg orodispersible tablets (Special Order)
'23670411000001100,Melatonin 3mg orodispersible tablets (Special Order)
'24216511000001109,Chloral hydrate 500mg/5ml oral solution sugar free
'24130011000001108,Chloral hydrate 500mg/5ml oral solution sugar free
'24130111000001109,Chloral hydrate 500mg/5ml oral solution sugar free (Special Order)
'24130211000001103,Chloral hydrate 500mg/5ml oral solution sugar free (Special Order)
'24509211000001105,Chloral hydrate 200mg/5ml oral suspension
'24432511000001103,Chloral hydrate 200mg/5ml oral suspension
'24432611000001104,Chloral hydrate 200mg/5ml oral suspension
'24432811000001100,Chloral hydrate 200mg/5ml oral suspension (Special Order)
'24433011000001102,Chloral hydrate 200mg/5ml oral suspension (Special Order)
'24433111000001101,Chloral hydrate 200mg/5ml oral suspension (Special Order)
'24510911000001105,Zopiclone 7.5mg/5ml oral solution
'24441011000001102,Zopiclone 7.5mg/5ml oral solution
'24441111000001101,Zopiclone 7.5mg/5ml oral solution
'24441211000001107,Zopiclone 7.5mg/5ml oral solution (Drug Tariff Special Order)
'24441311000001104,Zopiclone 7.5mg/5ml oral solution (Drug Tariff Special Order)
'24441411000001106,Zopiclone 7.5mg/5ml oral solution (Drug Tariff Special Order)
'28012811000001102,Melatonin 2.5mg/5ml oral solution
