SNOMEDCode,description
'19729211000001104,Flucloxacillin 500mg capsules (Medreich Plc)
'21997211000001102,Flucloxacillin 500mg capsules (Waymade Healthcare Plc)
'21997311000001105,Flucloxacillin 500mg capsules (Waymade Healthcare Plc)
'21997411000001103,Flucloxacillin 500mg capsules (Waymade Healthcare Plc)
'23908511000001109,Flucloxacillin 500mg capsules (DE Pharmaceuticals)
'23908611000001108,Flucloxacillin 500mg capsules (DE Pharmaceuticals)
'23908711000001104,Flucloxacillin 500mg capsules (DE Pharmaceuticals)
'30131011000001101,Flucloxacillin 500mg capsules (Mawdsley-Brooks & Company Ltd)
'30131111000001100,Flucloxacillin 500mg capsules (Mawdsley-Brooks & Company Ltd)
'36738011000001105,Flucloxacillin 500mg capsules (Noumed Life Sciences Ltd)
'36738711000001107,Flucloxacillin 500mg capsules (Noumed Life Sciences Ltd)
'36738411000001101,Flucloxacillin 500mg capsules (Noumed Life Sciences Ltd)
'324244008,Clarithromycin 500mg tablets
'1078311000001109,Clarithromycin 500mg tablets
'1264911000001103,Clarithromycin 500mg tablets
'5458711000001104,Clarithromycin 500mg tablets
'5458811000001107,Clarithromycin 500mg tablets
'5517011000001104,Clarithromycin 500mg tablets
'5599811000001103,Clarithromycin 500mg tablets
'8915811000001101,Clarithromycin 500mg tablets
'463111000001102,Klaricid 500 tablets (Abbott Laboratories Ltd)
'1628911000001100,Klaricid 500 tablets (Abbott Laboratories Ltd)
'1629011000001109,Klaricid 500 tablets (Abbott Laboratories Ltd)
'8887211000001104,Klaricid 500 tablets (Abbott Laboratories Ltd)
'5377411000001104,Klaricid 500 tablets (Waymade Healthcare Plc)
'5377511000001100,Klaricid 500 tablets (Waymade Healthcare Plc)
'5459011000001106,Clarithromycin 500mg tablets (Dowelhurst Ltd)
'10481411000001101,Clarithromycin 500mg tablets (Dowelhurst Ltd)
'5459311000001109,Clarithromycin 500mg tablets (Dowelhurst Ltd)
'5459411000001102,Clarithromycin 500mg tablets (Dowelhurst Ltd)
'5517111000001103,Clarithromycin 500mg tablets (Dowelhurst Ltd)
'10481511000001102,Clarithromycin 500mg tablets (Dowelhurst Ltd)
'5551211000001109,Klaricid 500 tablets (Dowelhurst Ltd)
'10499811000001102,Klaricid 500 tablets (Dowelhurst Ltd)
'5551611000001106,Klaricid 500 tablets (Dowelhurst Ltd)
'5599911000001108,Klaricid 500 tablets (Dowelhurst Ltd)
'8819111000001101,Clarithromycin 500mg tablets (Teva UK Ltd)
'8819211000001107,Clarithromycin 500mg tablets (Teva UK Ltd)
'8826111000001102,Clarithromycin 500mg tablets (Kent Pharmaceuticals Ltd)
'8826311000001100,Clarithromycin 500mg tablets (Kent Pharmaceuticals Ltd)
'8915511000001104,Clarithromycin 500mg tablets (Mylan)
'9037311000001103,Clarithromycin 500mg tablets (Mylan)
'8916411000001107,Clarithromycin 500mg tablets (Mylan)
'8928611000001100,Clarithromycin 500mg tablets (A A H Pharmaceuticals Ltd)
'8929011000001102,Clarithromycin 500mg tablets (A A H Pharmaceuticals Ltd)
'20364211000001106,Clarithromycin 500mg tablets (A A H Pharmaceuticals Ltd)
'8993811000001101,Clarithromycin 500mg tablets (Sandoz Ltd)
'8993911000001106,Clarithromycin 500mg tablets (Sandoz Ltd)
'20284511000001103,Clarithromycin 500mg tablets (Sandoz Ltd)
'9033811000001101,Clarithromycin 500mg tablets (Alliance Healthcare (Distribution) Ltd)
'9033911000001106,Clarithromycin 500mg tablets (Alliance Healthcare (Distribution) Ltd)
'9038811000001106,Clarithromycin 500mg tablets (Ranbaxy (UK) Ltd)
'9038911000001101,Clarithromycin 500mg tablets (Ranbaxy (UK) Ltd)
'9039211000001100,Clarithromycin 500mg tablets (Ranbaxy (UK) Ltd)
'13745811000001102,Clarithromycin 500mg tablets (Tillomed Laboratories Ltd)
'13745911000001107,Clarithromycin 500mg tablets (Tillomed Laboratories Ltd)
'13765211000001108,Clarithromycin 500mg tablets (Apotex UK Ltd)
'13765311000001100,Clarithromycin 500mg tablets (Apotex UK Ltd)
'14694411000001102,Clarithromycin 500mg tablets (Actavis UK Ltd)
'14694511000001103,Clarithromycin 500mg tablets (Actavis UK Ltd)
'14734611000001104,Klaricid 500 tablets (Sigma Pharmaceuticals Plc)
'14734811000001100,Klaricid 500 tablets (Sigma Pharmaceuticals Plc)
'16551711000001104,Klaricid 500 tablets (Stephar (U.K.) Ltd)
'16551811000001107,Klaricid 500 tablets (Stephar (U.K.) Ltd)
'17522611000001104,Clarithromycin 500mg tablets (Somex Pharma)
'17522711000001108,Clarithromycin 500mg tablets (Somex Pharma)
'17859811000001108,Clarithromycin 500mg tablets (Phoenix Healthcare Distribution Ltd)
'17859911000001103,Clarithromycin 500mg tablets (Phoenix Healthcare Distribution Ltd)
'17965511000001109,Clarithromycin 500mg tablets (Almus Pharmaceuticals Ltd)
'17965711000001104,Clarithromycin 500mg tablets (Almus Pharmaceuticals Ltd)
'18271311000001104,Klaricid 500 tablets (Necessity Supplies Ltd)
'18271411000001106,Klaricid 500 tablets (Necessity Supplies Ltd)
'19715211000001109,Clarithromycin 500mg tablets (DE Pharmaceuticals)
'19715311000001101,Clarithromycin 500mg tablets (DE Pharmaceuticals)
'20097311000001109,Clarithromycin 500mg tablets (Wockhardt UK Ltd)
'20097411000001102,Clarithromycin 500mg tablets (Wockhardt UK Ltd)
'20165811000001103,Clarithromycin 500mg tablets (Accord Healthcare Ltd)
'20165911000001108,Clarithromycin 500mg tablets (Accord Healthcare Ltd)
'21854911000001100,Clarithromycin 500mg tablets (Waymade Healthcare Plc)
'21855011000001100,Clarithromycin 500mg tablets (Waymade Healthcare Plc)
'29789111000001103,Clarithromycin 500mg tablets (Sigma Pharmaceuticals Plc)
'29789211000001109,Clarithromycin 500mg tablets (Sigma Pharmaceuticals Plc)
'35141111000001106,Clarithromycin 500mg tablets (Milpharm Ltd)
'35141211000001100,Clarithromycin 500mg tablets (Milpharm Ltd)
'36847211000001101,Clarithromycin 500mg tablets (Torrent Pharma (UK) Ltd)
'36847511000001103,Clarithromycin 500mg tablets (Torrent Pharma (UK) Ltd)
'324258005,Azithromycin 500mg tablets
'1153511000001100,Azithromycin 500mg tablets
'14759811000001100,Azithromycin 500mg tablets
'794511000001102,Zithromax 500mg tablets (Pfizer Ltd)
'1915011000001103,Zithromax 500mg tablets (Pfizer Ltd)
'5337511000001102,Azithromycin 500mg tablets (Waymade Healthcare Plc)
'5337811000001104,Azithromycin 500mg tablets (Waymade Healthcare Plc)
'5519111000001109,Azithromycin 500mg tablets (Dowelhurst Ltd)
'5519211000001103,Azithromycin 500mg tablets (Dowelhurst Ltd)
'5602511000001102,Zithromax 500mg tablets (Dowelhurst Ltd)
'5602811000001104,Zithromax 500mg tablets (Dowelhurst Ltd)
'11028111000001105,Azithromycin 500mg tablets (Teva UK Ltd)
'11028211000001104,Azithromycin 500mg tablets (Teva UK Ltd)
'11252311000001102,Azithromycin 500mg tablets (A A H Pharmaceuticals Ltd)
'11252411000001109,Azithromycin 500mg tablets (A A H Pharmaceuticals Ltd)
'11579411000001106,Azithromycin 500mg tablets (Sandoz Ltd)
'11579511000001105,Azithromycin 500mg tablets (Sandoz Ltd)
'14759911000001105,Clamelle 500mg tablets (Actavis UK Ltd)
'14760011000001107,Clamelle 500mg tablets (Actavis UK Ltd)
'15051411000001105,Azithromycin 500mg tablets (Sigma Pharmaceuticals Plc)
'15051611000001108,Azithromycin 500mg tablets (Sigma Pharmaceuticals Plc)
'15472811000001107,Azithromycin 500mg tablets (Alliance Healthcare (Distribution) Ltd)
'15472911000001102,Azithromycin 500mg tablets (Alliance Healthcare (Distribution) Ltd)
'17791411000001100,Azithromycin 500mg tablets (Phoenix Healthcare Distribution Ltd)
'17791711000001106,Azithromycin 500mg tablets (Phoenix Healthcare Distribution Ltd)
'19474211000001108,Azithromycin 500mg tablets (Mylan)
'19474311000001100,Azithromycin 500mg tablets (Mylan)
'19543911000001109,Azithromycin 500mg tablets (Aspire Pharma Ltd)
'19544011000001107,Azithromycin 500mg tablets (Aspire Pharma Ltd)
'19707211000001103,Azithromycin 500mg tablets (DE Pharmaceuticals)
'19707311000001106,Azithromycin 500mg tablets (DE Pharmaceuticals)
'20943011000001102,Azithromycin 500mg tablets (Actavis UK Ltd)
'20943111000001101,Azithromycin 500mg tablets (Actavis UK Ltd)
'32395911000001107,Azithromycin 500mg tablets (Kent Pharmaceuticals Ltd)
'32396011000001104,Azithromycin 500mg tablets (Kent Pharmaceuticals Ltd)
'34642911000001105,Azithromycin 500mg tablets (Almus Pharmaceuticals Ltd)
'34643411000001106,Azithromycin 500mg tablets (Almus Pharmaceuticals Ltd)
'36420111000001101,Azithromycin 500mg tablets (Crescent Pharma Ltd)
'36420411000001106,Azithromycin 500mg tablets (Crescent Pharma Ltd)
'324252006,Azithromycin 250mg capsules
'1303911000001105,Azithromycin 250mg capsules
'1135911000001109,Azithromycin 250mg capsules
'85911000001108,Zithromax 250mg capsules (Pfizer Ltd)
'1915111000001102,Zithromax 250mg capsules (Pfizer Ltd)
'1915311000001100,Zithromax 250mg capsules (Pfizer Ltd)
'5518911000001104,Azithromycin 250mg capsules (Dowelhurst Ltd)
'5519011000001108,Azithromycin 250mg capsules (Dowelhurst Ltd)
'5602011000001105,Zithromax 250mg capsules (Dowelhurst Ltd)
'5602211000001100,Zithromax 250mg capsules (Dowelhurst Ltd)
'10482311000001104,Zithromax 250mg capsules (Waymade Healthcare Plc)
'10482511000001105,Zithromax 250mg capsules (Waymade Healthcare Plc)
'13991411000001102,Zithromax 250mg capsules (DE Pharmaceuticals)
'13991611000001104,Zithromax 250mg capsules (DE Pharmaceuticals)
'14768711000001106,Zithromax 250mg capsules (Sigma Pharmaceuticals Plc)
'14768811000001103,Zithromax 250mg capsules (Sigma Pharmaceuticals Plc)
'14789411000001105,Azithromycin 250mg capsules (Teva UK Ltd)
'14789511000001109,Azithromycin 250mg capsules (Teva UK Ltd)
'14789611000001108,Azithromycin 250mg capsules (Teva UK Ltd)
'14968311000001103,Azithromycin 250mg capsules (A A H Pharmaceuticals Ltd)
'14968511000001109,Azithromycin 250mg capsules (A A H Pharmaceuticals Ltd)
'14968611000001108,Azithromycin 250mg capsules (A A H Pharmaceuticals Ltd)
'15017711000001104,Azithromycin 250mg capsules (Alliance Healthcare (Distribution) Ltd)
'15017911000001102,Azithromycin 250mg capsules (Alliance Healthcare (Distribution) Ltd)
'15018111000001104,Azithromycin 250mg capsules (Alliance Healthcare (Distribution) Ltd)
'15071111000001102,Azithromycin 250mg capsules (Sigma Pharmaceuticals Plc)
'15071211000001108,Azithromycin 250mg capsules (Sigma Pharmaceuticals Plc)
'15071311000001100,Azithromycin 250mg capsules (Sigma Pharmaceuticals Plc)
'17481311000001100,Zithromax 250mg capsules (Mawdsley-Brooks & Company Ltd)
'17481411000001107,Zithromax 250mg capsules (Mawdsley-Brooks & Company Ltd)
'17791111000001105,Azithromycin 250mg capsules (Phoenix Healthcare Distribution Ltd)
'17791211000001104,Azithromycin 250mg capsules (Phoenix Healthcare Distribution Ltd)
'17791311000001107,Azithromycin 250mg capsules (Phoenix Healthcare Distribution Ltd)
'19706711000001107,Azithromycin 250mg capsules (DE Pharmaceuticals)
'19706811000001104,Azithromycin 250mg capsules (DE Pharmaceuticals)
'19706911000001109,Azithromycin 250mg capsules (DE Pharmaceuticals)
'32395411000001104,Azithromycin 250mg capsules (Kent Pharmaceuticals Ltd)
'32395511000001100,Azithromycin 250mg capsules (Kent Pharmaceuticals Ltd)
'32395611000001101,Azithromycin 250mg capsules (Kent Pharmaceuticals Ltd)
'33932211000001100,Azithromycin 250mg capsules (Somex Pharma)
'33932411000001101,Azithromycin 250mg capsules (Somex Pharma)
'33932511000001102,Azithromycin 250mg capsules (Somex Pharma)
'34554511000001101,Azithromycin 250mg capsules (Creo Pharma Ltd)
'34554611000001102,Azithromycin 250mg capsules (Creo Pharma Ltd)
'34554711000001106,Azithromycin 250mg capsules (Creo Pharma Ltd)
'35727711000001105,Azithromycin 250mg capsules (Mylan)
'35727811000001102,Azithromycin 250mg capsules (Mylan)
'35727911000001107,Azithromycin 250mg capsules (Mylan)
'36465711000001104,Azithromycin 250mg capsules (Crescent Pharma Ltd)
'36466011000001105,Azithromycin 250mg capsules (Crescent Pharma Ltd)
'324253001,Azithromycin 200mg/5ml oral suspension
'1079511000001109,Azithromycin 200mg/5ml oral suspension
'1067411000001106,Azithromycin 200mg/5ml oral suspension
'1076111000001108,Azithromycin 200mg/5ml oral suspension
'650911000001103,Zithromax 200mg/5ml oral suspension (Pfizer Ltd)
'1915611000001105,Zithromax 200mg/5ml oral suspension (Pfizer Ltd)
'1915711000001101,Zithromax 200mg/5ml oral suspension (Pfizer Ltd)
'1915811000001109,Zithromax 200mg/5ml oral suspension (Pfizer Ltd)
'13652511000001104,Azithromycin 200mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'13652611000001100,Azithromycin 200mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'13652911000001106,Azithromycin 200mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'14166911000001104,Azithromycin 200mg/5ml oral suspension (Teva UK Ltd)
'14167111000001104,Azithromycin 200mg/5ml oral suspension (Teva UK Ltd)
'15070811000001101,Azithromycin 200mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'15070911000001106,Azithromycin 200mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'15071011000001103,Azithromycin 200mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'15419311000001104,Zithromax 200mg/5ml oral suspension (Waymade Healthcare Plc)
'19174411000001108,Zithromax 200mg/5ml oral suspension (Waymade Healthcare Plc)
'15419411000001106,Zithromax 200mg/5ml oral suspension (Waymade Healthcare Plc)
'16451211000001104,Zithromax 200mg/5ml oral suspension (Lexon (UK) Ltd)
'16451311000001107,Zithromax 200mg/5ml oral suspension (Lexon (UK) Ltd)
'17283411000001107,Azithromycin 200mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'17283511000001106,Azithromycin 200mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'17283611000001105,Azithromycin 200mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'17481011000001103,Zithromax 200mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd)
'17481111000001102,Zithromax 200mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd)
'17481211000001108,Zithromax 200mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd)
'20281711000001105,Azithromycin 200mg/5ml oral suspension (Sandoz Ltd)
'20281811000001102,Azithromycin 200mg/5ml oral suspension (Sandoz Ltd)
'20282211000001105,Azithromycin 200mg/5ml oral suspension (Sandoz Ltd)
'21781011000001106,Azithromycin 200mg/5ml oral suspension (Waymade Healthcare Plc)
'21781111000001107,Azithromycin 200mg/5ml oral suspension (Waymade Healthcare Plc)
'21781211000001101,Azithromycin 200mg/5ml oral suspension (Waymade Healthcare Plc)
'22615611000001105,Azithromycin 200mg/5ml oral suspension (DE Pharmaceuticals)
'22615711000001101,Azithromycin 200mg/5ml oral suspension (DE Pharmaceuticals)
'22615811000001109,Azithromycin 200mg/5ml oral suspension (DE Pharmaceuticals)
'324181004,Erythromycin stearate 500mg tablets
'1090811000001106,Erythromycin stearate 500mg tablets
'5541611000001109,Erythromycin stearate 500mg tablets
'13875511000001103,Erythromycin stearate 500mg tablets
'30611000001101,Erythrocin 500 tablets (Advanz Pharma)
'1920211000001105,Erythrocin 500 tablets (Advanz Pharma)
'5541711000001100,Erythrocin 500 tablets (Dowelhurst Ltd)
'5541811000001108,Erythrocin 500 tablets (Dowelhurst Ltd)
'13875411000001102,Erythrocin 500 tablets (DE Pharmaceuticals)
'13875611000001104,Erythrocin 500 tablets (DE Pharmaceuticals)
'14222611000001101,Erythrocin 500 tablets (Sigma Pharmaceuticals Plc)
'14222811000001102,Erythrocin 500 tablets (Sigma Pharmaceuticals Plc)
'14222711000001105,Erythrocin 500 tablets (Sigma Pharmaceuticals Plc)
'16544311000001103,Erythrocin 500 tablets (Stephar (U.K.) Ltd)
'16544411000001105,Erythrocin 500 tablets (Stephar (U.K.) Ltd)
'17503311000001109,Erythrocin 500 tablets (Mawdsley-Brooks & Company Ltd)
'17503411000001102,Erythrocin 500 tablets (Mawdsley-Brooks & Company Ltd)
'17627611000001109,Erythrolar 500mg tablets (Ennogen Pharma Ltd)
'17627711000001100,Erythrolar 500mg tablets (Ennogen Pharma Ltd)
'18056411000001108,Erythrocin 500 tablets (Lexon (UK) Ltd)
'18056511000001107,Erythrocin 500 tablets (Lexon (UK) Ltd)
'18257211000001100,Erythrocin 500 tablets (Necessity Supplies Ltd)
'18257311000001108,Erythrocin 500 tablets (Necessity Supplies Ltd)
'22878811000001100,Erythrocin 500 tablets (Waymade Healthcare Plc)
'22879111000001100,Erythrocin 500 tablets (Waymade Healthcare Plc)
'324180003,Erythromycin stearate 250mg tablets
'1039011000001103,Erythromycin stearate 250mg tablets
'1277711000001100,Erythromycin stearate 250mg tablets
'274611000001103,Erythrocin 250 tablets (Advanz Pharma)
'1920511000001108,Erythrocin 250 tablets (Advanz Pharma)
'1920611000001107,Erythrocin 250 tablets (Advanz Pharma)
'17628011000001101,Erythrolar 250mg tablets (Ennogen Pharma Ltd)
'17628211000001106,Erythrolar 250mg tablets (Ennogen Pharma Ltd)
'324238009,Clarithromycin 250mg tablets
'1130711000001102,Clarithromycin 250mg tablets
'5513611000001103,Clarithromycin 250mg tablets
'5513811000001104,Clarithromycin 250mg tablets
'5514111000001108,Clarithromycin 250mg tablets
'5550911000001107,Clarithromycin 250mg tablets
'8915211000001102,Clarithromycin 250mg tablets
'220811000001105,Klaricid 250mg tablets (Abbott Laboratories Ltd)
'1930311000001104,Klaricid 250mg tablets (Abbott Laboratories Ltd)
'5377011000001108,Klaricid 250mg tablets (Waymade Healthcare Plc)
'5377211000001103,Klaricid 250mg tablets (Waymade Healthcare Plc)
'5514211000001102,Clarithromycin 250mg tablets (Dowelhurst Ltd)
'13226111000001105,Clarithromycin 250mg tablets (Dowelhurst Ltd)
'5514311000001105,Clarithromycin 250mg tablets (Dowelhurst Ltd)
'5514411000001103,Clarithromycin 250mg tablets (Dowelhurst Ltd)
'5514511000001104,Clarithromycin 250mg tablets (Dowelhurst Ltd)
'5551011000001104,Klaricid 250mg tablets (Dowelhurst Ltd)
'10500911000001106,Klaricid 250mg tablets (Dowelhurst Ltd)
'5551111000001103,Klaricid 250mg tablets (Dowelhurst Ltd)
'8818911000001106,Clarithromycin 250mg tablets (Teva UK Ltd)
'8819011000001102,Clarithromycin 250mg tablets (Teva UK Ltd)
'8825911000001106,Clarithromycin 250mg tablets (Kent Pharmaceuticals Ltd)
'8826011000001103,Clarithromycin 250mg tablets (Kent Pharmaceuticals Ltd)
'8914911000001107,Clarithromycin 250mg tablets (Mylan)
'9037211000001106,Clarithromycin 250mg tablets (Mylan)
'8915411000001103,Clarithromycin 250mg tablets (Mylan)
'8927511000001103,Clarithromycin 250mg tablets (A A H Pharmaceuticals Ltd)
'8928211000001102,Clarithromycin 250mg tablets (A A H Pharmaceuticals Ltd)
'8993611000001100,Clarithromycin 250mg tablets (Sandoz Ltd)
'8993711000001109,Clarithromycin 250mg tablets (Sandoz Ltd)
'9033411000001103,Clarithromycin 250mg tablets (Alliance Healthcare (Distribution) Ltd)
'9033611000001100,Clarithromycin 250mg tablets (Alliance Healthcare (Distribution) Ltd)
'9038211000001105,Clarithromycin 250mg tablets (Ranbaxy (UK) Ltd)
'9038611000001107,Clarithromycin 250mg tablets (Ranbaxy (UK) Ltd)
'9038311000001102,Clarithromycin 250mg tablets (Ranbaxy (UK) Ltd)
'9038511000001108,Clarithromycin 250mg tablets (Ranbaxy (UK) Ltd)
'13745611000001101,Clarithromycin 250mg tablets (Tillomed Laboratories Ltd)
'13745711000001105,Clarithromycin 250mg tablets (Tillomed Laboratories Ltd)
'13765011000001103,Clarithromycin 250mg tablets (Apotex UK Ltd)
'13765111000001102,Clarithromycin 250mg tablets (Apotex UK Ltd)
'14694011000001106,Clarithromycin 250mg tablets (Actavis UK Ltd)
'14694111000001107,Clarithromycin 250mg tablets (Actavis UK Ltd)
'14735011000001105,Klaricid 250mg tablets (Sigma Pharmaceuticals Plc)
'14735111000001106,Klaricid 250mg tablets (Sigma Pharmaceuticals Plc)
'15080711000001102,Clarithromycin 250mg tablets (Sigma Pharmaceuticals Plc)
'15080811000001105,Clarithromycin 250mg tablets (Sigma Pharmaceuticals Plc)
'17522411000001102,Clarithromycin 250mg tablets (Somex Pharma)
'17522511000001103,Clarithromycin 250mg tablets (Somex Pharma)
'17859611000001109,Clarithromycin 250mg tablets (Phoenix Healthcare Distribution Ltd)
'17859711000001100,Clarithromycin 250mg tablets (Phoenix Healthcare Distribution Ltd)
'17965211000001106,Clarithromycin 250mg tablets (Almus Pharmaceuticals Ltd)
'17965411000001105,Clarithromycin 250mg tablets (Almus Pharmaceuticals Ltd)
'18271111000001101,Klaricid 250mg tablets (Necessity Supplies Ltd)
'18271211000001107,Klaricid 250mg tablets (Necessity Supplies Ltd)
'19715011000001104,Clarithromycin 250mg tablets (DE Pharmaceuticals)
'19715111000001103,Clarithromycin 250mg tablets (DE Pharmaceuticals)
'20096711000001105,Clarithromycin 250mg tablets (Wockhardt UK Ltd)
'20097211000001101,Clarithromycin 250mg tablets (Wockhardt UK Ltd)
'20165611000001102,Clarithromycin 250mg tablets (Accord Healthcare Ltd)
'20165711000001106,Clarithromycin 250mg tablets (Accord Healthcare Ltd)
'21854711000001102,Clarithromycin 250mg tablets (Waymade Healthcare Plc)
'21854811000001105,Clarithromycin 250mg tablets (Waymade Healthcare Plc)
'35140911000001102,Clarithromycin 250mg tablets (Milpharm Ltd)
'35141011000001105,Clarithromycin 250mg tablets (Milpharm Ltd)
'36846911000001107,Clarithromycin 250mg tablets (Torrent Pharma (UK) Ltd)
'36847011000001106,Clarithromycin 250mg tablets (Torrent Pharma (UK) Ltd)
'36142611000001107,Clarithromycin 500mg modified-release tablets
'1326411000001101,Clarithromycin 500mg modified-release tablets
'1043111000001104,Clarithromycin 500mg modified-release tablets
'40811000001101,Klaricid XL 500mg tablets (Mylan)
'1930411000001106,Klaricid XL 500mg tablets (Mylan)
'1930511000001105,Klaricid XL 500mg tablets (Mylan)
'5377711000001105,Klaricid XL 500mg tablets (Waymade Healthcare Plc)
'5378211000001104,Klaricid XL 500mg tablets (Waymade Healthcare Plc)
'10499211000001103,Klaricid XL 500mg tablets (Dowelhurst Ltd)
'10499411000001104,Klaricid XL 500mg tablets (Dowelhurst Ltd)
'18149211000001106,Clarie XL 500mg tablets (Teva UK Ltd)
'18149311000001103,Clarie XL 500mg tablets (Teva UK Ltd)
'18149411000001105,Clarie XL 500mg tablets (Teva UK Ltd)
'21667211000001100,Mycifor XL 500mg tablets (Forum Products Ltd)
'21667311000001108,Mycifor XL 500mg tablets (Forum Products Ltd)
'21667411000001101,Mycifor XL 500mg tablets (Forum Products Ltd)
'21708211000001106,Febzin XL 500mg tablets (Actavis UK Ltd)
'21708311000001103,Febzin XL 500mg tablets (Actavis UK Ltd)
'21708411000001105,Febzin XL 500mg tablets (Actavis UK Ltd)
'33656011000001109,Xetinin XL 500mg tablets (Morningside Healthcare Ltd)
'33656111000001105,Xetinin XL 500mg tablets (Morningside Healthcare Ltd)
'33656211000001104,Xetinin XL 500mg tablets (Morningside Healthcare Ltd)
'324234006,Erythromycin ethyl succinate 500mg/5ml oral suspension
'989111000001103,Erythromycin ethyl succinate 500mg/5ml oral suspension
'348611000001104,Erythromycin ethyl succinate 500mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'1986711000001107,Erythromycin ethyl succinate 500mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'889511000001102,Erythromycin ethyl succinate 500mg/5ml oral suspension (Actavis UK Ltd)
'1986811000001104,Erythromycin ethyl succinate 500mg/5ml oral suspension (Actavis UK Ltd)
'237511000001108,Erythromycin ethyl succinate 500mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'1986911000001109,Erythromycin ethyl succinate 500mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'605811000001107,Erythromycin ethyl succinate 500mg/5ml oral suspension (Sandoz Ltd)
'1987011000001108,Erythromycin ethyl succinate 500mg/5ml oral suspension (Sandoz Ltd)
'845911000001101,Erythromycin ethyl succinate 500mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'1987111000001109,Erythromycin ethyl succinate 500mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'10308311000001105,Erythromycin ethyl succinate 500mg/5ml oral suspension (Focus Pharmaceuticals Ltd)
'10308411000001103,Erythromycin ethyl succinate 500mg/5ml oral suspension (Focus Pharmaceuticals Ltd)
'13620711000001106,Erythromycin ethyl succinate 500mg/5ml oral suspension (Pinewood Healthcare)
'13620811000001103,Erythromycin ethyl succinate 500mg/5ml oral suspension (Pinewood Healthcare)
'17903311000001100,Erythromycin ethyl succinate 500mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'17903411000001107,Erythromycin ethyl succinate 500mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'21975411000001104,Erythromycin ethyl succinate 500mg/5ml oral suspension (Waymade Healthcare Plc)
'21975511000001100,Erythromycin ethyl succinate 500mg/5ml oral suspension (Waymade Healthcare Plc)
'23903111000001109,Erythromycin ethyl succinate 500mg/5ml oral suspension (DE Pharmaceuticals)
'23903211000001103,Erythromycin ethyl succinate 500mg/5ml oral suspension (DE Pharmaceuticals)
'29856611000001107,Erythromycin ethyl succinate 500mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'29856711000001103,Erythromycin ethyl succinate 500mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'324203007,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free
'1218811000001104,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free
'1055111000001100,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free
'433911000001109,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)
'1987211000001103,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)
'178911000001100,Erythroped Forte SF 500mg/5ml oral suspension (Advanz Pharma)
'1987311000001106,Erythroped Forte SF 500mg/5ml oral suspension (Advanz Pharma)
'848711000001105,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Teva UK Ltd)
'1987411000001104,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Teva UK Ltd)
'415511000001109,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Mylan)
'1987511000001100,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Mylan)
'364211000001104,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd)
'1990011000001108,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd)
'78611000001101,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd)
'1990511000001100,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd)
'626611000001105,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)
'1990911000001107,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)
'10060911000001107,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Abbott Laboratories Ltd)
'10061011000001104,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Abbott Laboratories Ltd)
